source,label,participant,clip,total_frames,hand_frames,hand_rate,duration_s,flat_frac,centroid_z,flags,npz
aslcitizen,HURT,P35,8907848106357383-HURT,80,46,0.575,2.63,0.0,0.27,,test__HURT__P35__8907848106357383-HURT.npz
aslcitizen,NO,P16,2140134632834978-NO,73,42,0.575,2.43,0.0,0.28,,train__NO__P16__2140134632834978-NO.npz
wlasl,BATHROOM,WLASL_38,58732_7,66,38,0.576,2.2,0.214,0.16,,train__BATHROOM__WLASL_38__wlasl_58732_7.npz
aslcitizen,WHAT,P31,2868793159710059-WHAT 1,90,52,0.578,3.02,0.0,-0.32,,train__WHAT__P31__2868793159710059-WHAT 1.npz
aslcitizen,NAME,P35,9200587270292702-NAME,62,36,0.581,2.07,0.0,-0.77,,test__NAME__P35__9200587270292702-NAME.npz
aslcitizen,DEAF,P16,20310148451590493-DEAF 2,55,32,0.582,1.83,0.0,0.26,,train__DEAF__P16__20310148451590493-DEAF 2.npz
aslcitizen,HOW,P9,9128074318856931-HOW 2,82,48,0.585,2.7,0.0,1.38,,test__HOW__P9__9128074318856931-HOW 2.npz
wlasl,HUNGRY,WLASL_21,28379_8,82,48,0.585,2.73,0.0,0.25,,train__HUNGRY__WLASL_21__wlasl_28379_8.npz
aslcitizen,SORRY,P40,7256673521593155-SORRY,82,48,0.585,2.7,0.0,0.18,,train__SORRY__P40__7256673521593155-SORRY.npz
aslcitizen,SORRY,P35,8284103400294454-SORRY,66,39,0.591,2.2,0.0,-1.07,,test__SORRY__P35__8284103400294454-SORRY.npz
aslcitizen,HUNGRY,P40,08524949524247205-HUNGRY,93,55,0.591,3.11,0.0,0.56,,train__HUNGRY__P40__08524949524247205-HUNGRY.npz
aslcitizen,PLEASE,P35,49277089703101806-PLEASE,59,35,0.593,1.97,0.0,0.27,,test__PLEASE__P35__49277089703101806-PLEASE.npz
aslcitizen,YES,P22,05574938180658928-YES,32,19,0.594,1.07,0.0,0.0,,test__YES__P22__05574938180658928-YES.npz
aslcitizen,SORRY,P22,010369524824967558-SORRY,42,25,0.595,1.4,0.0,0.13,,test__SORRY__P22__010369524824967558-SORRY.npz
wlasl,INTERPRETER,WLASL_21,30258_4,72,43,0.597,2.4,0.0,1.87,,train__INTERPRETER__WLASL_21__wlasl_30258_4.npz
aslcitizen,WATER,P35,0032949557328998402-WATER,68,41,0.603,2.24,0.0,0.07,,test__WATER__P35__0032949557328998402-WATER.npz
wlasl,BATHROOM,WLASL_13,05300_2,106,64,0.604,3.53,0.045,-0.64,,train__BATHROOM__WLASL_13__wlasl_05300_2.npz
wlasl,BATHROOM,WLASL_13,47722_1,106,64,0.604,3.53,0.045,-0.64,,train__BATHROOM__WLASL_13__wlasl_47722_1.npz
aslcitizen,PAIN,P9,09233581892673359-PAIN,112,68,0.607,3.73,0.0,-1.02,,test__PAIN__P9__09233581892673359-PAIN.npz
aslcitizen,PLEASE,P27,9960146118001314-PLEASE,56,34,0.607,1.87,0.0,-0.35,,train__PLEASE__P27__9960146118001314-PLEASE.npz
aslcitizen,SORRY,P16,46389552341659956-SORRY,84,51,0.607,2.8,0.0,0.34,,train__SORRY__P16__46389552341659956-SORRY.npz
aslcitizen,WHAT,P26,986022284412545-WHAT 1,61,37,0.607,1.99,0.0,1.03,,val__WHAT__P26__986022284412545-WHAT 1.npz
aslcitizen,PAIN,P35,7367332930335526-PAIN,74,45,0.608,2.47,0.0,-0.04,,test__PAIN__P35__7367332930335526-PAIN.npz
wlasl,NAME,WLASL_5,37588_5,79,48,0.608,2.63,0.0,-0.35,,train__NAME__WLASL_5__wlasl_37588_5.npz
aslcitizen,BATHROOM,P17,4542019477439472-BATHROOM,46,28,0.609,1.6,0.0,-0.12,,test__BATHROOM__P17__4542019477439472-BATHROOM.npz
wlasl,WHAT,WLASL_13,62970_11,87,53,0.609,2.9,0.0,-0.3,,train__WHAT__WLASL_13__wlasl_62970_11.npz
wlasl,YES,WLASL_109,68192_3,85,52,0.612,3.4,0.0,-0.33,,train__YES__WLASL_109__wlasl_68192_3.npz
wlasl,SICK,WLASL_109,68152_2,75,46,0.613,3.75,0.0,0.7,,train__SICK__WLASL_109__wlasl_68152_2.npz
aslcitizen,INTERPRETER,P22,07890113988148229-INTERPRETER,57,35,0.614,1.9,0.0,-0.59,,test__INTERPRETER__P22__07890113988148229-INTERPRETER.npz
aslcitizen,NO,P17,7931075492698656-NO,57,35,0.614,1.89,0.0,0.65,,test__NO__P17__7931075492698656-NO.npz
wlasl,THANKYOU,WLASL_15,57657_14,65,40,0.615,2.17,0.0,-0.69,,train__THANKYOU__WLASL_15__wlasl_57657_14.npz
aslcitizen,BATHROOM,P20,1183896210194797-BATHROOM,73,45,0.616,2.44,0.067,0.22,,train__BATHROOM__P20__1183896210194797-BATHROOM.npz
aslcitizen,PLEASE,P35,8835822739071177-PLEASE,79,49,0.62,2.64,0.0,-0.75,,test__PLEASE__P35__8835822739071177-PLEASE.npz
aslcitizen,MORE,P17,597060949237564-MORE,61,38,0.623,2.04,0.0,0.99,,test__MORE__P17__597060949237564-MORE.npz
aslcitizen,SORRY,P50,5865603235099206-SORRY,53,33,0.623,1.77,0.0,0.34,,train__SORRY__P50__5865603235099206-SORRY.npz
aslcitizen,WHERE,P6,8728839222341029-WHERE,40,25,0.625,1.33,0.0,0.74,,test__WHERE__P6__8728839222341029-WHERE.npz
aslcitizen,YES,P17,9782863224987515-YES,40,25,0.625,1.37,0.0,-0.05,,test__YES__P17__9782863224987515-YES.npz
wlasl,NO,WLASL_5,38538_27,75,47,0.627,2.62,0.0,0.32,,train__NO__WLASL_5__wlasl_38538_27.npz
aslcitizen,YES,P6,09905526235759088-YES,35,22,0.629,1.17,0.0,-0.01,,test__YES__P6__09905526235759088-YES.npz
wlasl,HELP,WLASL_36,27206_5,70,44,0.629,2.34,0.0,0.03,,train__HELP__WLASL_36__wlasl_27206_5.npz
wlasl,WHO,WLASL_118,69534_1,62,39,0.629,2.07,0.0,-0.36,,train__WHO__WLASL_118__wlasl_69534_1.npz
aslcitizen,WHAT,P23,6316119461023724-WHAT 1,76,48,0.632,2.53,0.0,-0.42,,train__WHAT__P23__6316119461023724-WHAT 1.npz
wlasl,NAME,WLASL_13,37582_11,94,60,0.638,3.13,0.0,-1.41,,train__NAME__WLASL_13__wlasl_37582_11.npz
aslcitizen,INTERPRETER,P31,060176274185742784-INTERPRETER,89,57,0.64,2.97,0.0,0.23,,train__INTERPRETER__P31__060176274185742784-INTERPRETER.npz
aslcitizen,DRINK,P16,972961297591985-DRINK 2,95,61,0.642,3.17,0.0,1.21,,train__DRINK__P16__972961297591985-DRINK 2.npz
aslcitizen,MORE,P9,15807643698153884-MORE,90,58,0.644,3.01,0.0,-0.54,,test__MORE__P9__15807643698153884-MORE.npz
wlasl,WHAT,WLASL_118,69531_1,62,40,0.645,2.07,0.0,-0.33,,train__WHAT__WLASL_118__wlasl_69531_1.npz
aslcitizen,WHY,P21,7508574803030745-WHY,37,24,0.649,1.24,0.0,0.66,,val__WHY__P21__7508574803030745-WHY.npz
wlasl,MORE,WLASL_115,69401_1,81,53,0.654,2.7,0.0,0.27,,train__MORE__WLASL_115__wlasl_69401_1.npz
wlasl,WHY,WLASL_45,63282_17,26,17,0.654,0.87,0.0,-0.42,,train__WHY__WLASL_45__wlasl_63282_17.npz
wlasl,NAME,WLASL_118,69405_1,73,48,0.658,2.44,0.0,0.79,,train__NAME__WLASL_118__wlasl_69405_1.npz
wlasl,PLEASE,WLASL_15,43220_10,79,52,0.658,2.63,0.0,0.07,,train__PLEASE__WLASL_15__wlasl_43220_10.npz
wlasl,PAIN,WLASL_13,40803_4,88,58,0.659,2.93,0.0,-1.2,,train__PAIN__WLASL_13__wlasl_40803_4.npz
wlasl,WHO,WLASL_111,68183_3,50,33,0.66,1.67,0.0,-0.43,,train__WHO__WLASL_111__wlasl_68183_3.npz
wlasl,YES,WLASL_15,64288_20,53,35,0.66,1.77,0.0,-0.05,,train__YES__WLASL_15__wlasl_64288_20.npz
aslcitizen,PLEASE,P26,05859480723249688-PLEASE,53,35,0.66,1.73,0.0,-0.37,,val__PLEASE__P26__05859480723249688-PLEASE.npz
aslcitizen,NO,P21,8323715285073319-NO,59,39,0.661,1.97,0.0,0.21,,val__NO__P21__8323715285073319-NO.npz
wlasl,YES,WLASL_118,69546_1,71,47,0.662,2.37,0.0,-0.3,,train__YES__WLASL_118__wlasl_69546_1.npz
aslcitizen,DEAF,P6,9319298873644923-DEAF,57,38,0.667,1.9,0.0,1.76,,test__DEAF__P6__9319298873644923-DEAF.npz
wlasl,MORE,WLASL_13,36830_3,60,40,0.667,2.0,0.0,-0.52,,train__MORE__WLASL_13__wlasl_36830_3.npz
wlasl,WHERE,WLASL_110,68181_1,87,58,0.667,2.9,0.0,0.83,,train__WHERE__WLASL_110__wlasl_68181_1.npz
aslcitizen,SORRY,P35,1812960858393966-SORRY,73,49,0.671,2.44,0.0,0.29,,test__SORRY__P35__1812960858393966-SORRY.npz
wlasl,UNDERSTAND,WLASL_13,60547_9,79,53,0.671,2.63,0.0,0.18,,train__UNDERSTAND__WLASL_13__wlasl_60547_9.npz
wlasl,UNDERSTAND,WLASL_15,60548_11,76,51,0.671,2.53,0.062,0.7,,train__UNDERSTAND__WLASL_15__wlasl_60548_11.npz
wlasl,WATER,WLASL_13,62503_17,82,55,0.671,2.73,0.0,-0.57,,train__WATER__WLASL_13__wlasl_62503_17.npz
aslcitizen,BATHROOM,P48,8138931441990784-BATHROOM,49,33,0.673,1.63,0.0,-0.32,,test__BATHROOM__P48__8138931441990784-BATHROOM.npz
aslcitizen,BATHROOM,P49,026579710670746826-BATHROOM,34,23,0.676,1.13,0.0,0.38,,test__BATHROOM__P49__026579710670746826-BATHROOM.npz
wlasl,NO,WLASL_109,68110_2,111,75,0.676,4.43,0.0,0.47,,train__NO__WLASL_109__wlasl_68110_2.npz
wlasl,HURT,WLASL_36,28440_17,75,51,0.68,2.5,0.0,0.79,,train__HURT__WLASL_36__wlasl_28440_17.npz
aslcitizen,NO,P49,2732741727030885-NO,44,30,0.682,1.47,0.0,0.13,,test__NO__P49__2732741727030885-NO.npz
wlasl,WATER,WLASL_109,68179_1,67,46,0.687,3.35,0.0,0.78,,train__WATER__WLASL_109__wlasl_68179_1.npz
wlasl,HOW,WLASL_21,28205_4,65,45,0.692,2.17,0.0,-0.93,,train__HOW__WLASL_21__wlasl_28205_4.npz
wlasl,NO,WLASL_118,69411_1,66,46,0.697,2.2,0.0,0.74,,train__NO__WLASL_118__wlasl_69411_1.npz
wlasl,WAIT,WLASL_13,62103_7,89,62,0.697,2.97,0.0,0.08,,train__WAIT__WLASL_13__wlasl_62103_7.npz
aslcitizen,STOP,P22,10938335699122836-STOP,57,40,0.702,0.95,0.0,-0.69,,test__STOP__P22__10938335699122836-STOP.npz
wlasl,DEAF,WLASL_59,14887_15,61,43,0.705,2.03,0.077,-0.0,,train__DEAF__WLASL_59__wlasl_14887_15.npz
aslcitizen,SORRY,P49,7965960158855614-SORRY,41,29,0.707,1.37,0.0,0.31,,test__SORRY__P49__7965960158855614-SORRY.npz
wlasl,DRINK,WLASL_115,69302_0,76,54,0.711,2.54,0.0,-0.63,,train__DRINK__WLASL_115__wlasl_69302_0.npz
wlasl,PAIN,WLASL_5,40808_9,88,63,0.716,2.94,0.0,-0.02,,train__PAIN__WLASL_5__wlasl_40808_9.npz
wlasl,YES,WLASL_13,64287_2,67,48,0.716,2.23,0.0,-0.4,,train__YES__WLASL_13__wlasl_64287_2.npz
wlasl,NO,WLASL_13,38529_15,106,76,0.717,3.53,0.045,0.37,,train__NO__WLASL_13__wlasl_38529_15.npz
wlasl,WHO,WLASL_13,63231_13,92,66,0.717,3.07,0.0,2.59,,train__WHO__WLASL_13__wlasl_63231_13.npz
wlasl,WHO,WLASL_6,63228_10,39,28,0.718,1.3,0.0,1.32,,train__WHO__WLASL_6__wlasl_63228_10.npz
aslcitizen,SORRY,P17,8594289353554898-SORRY,61,44,0.721,2.08,0.0,1.13,,test__SORRY__P17__8594289353554898-SORRY.npz
aslcitizen,INTERPRETER,P23,6078622581352742-INTERPRETER,91,66,0.725,3.04,0.0,-0.02,,train__INTERPRETER__P23__6078622581352742-INTERPRETER.npz
wlasl,THANKYOU,WLASL_13,57656_13,67,49,0.731,2.23,0.0,-0.96,,train__THANKYOU__WLASL_13__wlasl_57656_13.npz
wlasl,STOP,WLASL_13,54925_1,60,44,0.733,2.0,0.0,-0.75,,train__STOP__WLASL_13__wlasl_54925_1.npz
aslcitizen,PLEASE,P6,3584447878251358-PLEASE,34,25,0.735,1.14,0.0,2.77,,test__PLEASE__P6__3584447878251358-PLEASE.npz
wlasl,HELP,WLASL_17,27209_8,58,43,0.741,1.93,0.0,-0.54,,train__HELP__WLASL_17__wlasl_27209_8.npz
wlasl,WHO,WLASL_6,63227_9,35,26,0.743,1.17,0.0,-0.42,,train__WHO__WLASL_6__wlasl_63227_9.npz
aslcitizen,WHAT,P31,18362037497753203-WHAT 2,90,67,0.744,3.0,0.0,-0.33,,train__WHAT__P31__18362037497753203-WHAT 2.npz
aslcitizen,WHAT,P15,8745067191819265-WHAT 2,150,112,0.747,5.0,0.0,0.85,,test__WHAT__P15__8745067191819265-WHAT 2.npz
wlasl,WAIT,WLASL_38,62098_2,82,64,0.78,2.74,0.0,0.54,,train__WAIT__WLASL_38__wlasl_62098_2.npz
wlasl,NO,WLASL_15,38530_16,52,41,0.788,1.73,0.0,-0.13,,train__NO__WLASL_15__wlasl_38530_16.npz
aslcitizen,WHAT,P17,22798502572928414-WHAT 1,57,45,0.789,1.85,0.0,-0.29,,test__WHAT__P17__22798502572928414-WHAT 1.npz
wlasl,HELP,WLASL_115,69364_1,74,59,0.797,2.47,0.0,-1.25,,train__HELP__WLASL_115__wlasl_69364_1.npz
wlasl,BATHROOM,WLASL_13,58734_9,70,56,0.8,2.33,0.0,-0.64,,train__BATHROOM__WLASL_13__wlasl_58734_9.npz
wlasl,NAME,WLASL_111,68106_3,56,46,0.821,1.87,0.0,-1.18,,train__NAME__WLASL_111__wlasl_68106_3.npz
wlasl,PLEASE,WLASL_115,69434_1,85,71,0.835,2.84,0.0,-1.0,,train__PLEASE__WLASL_115__wlasl_69434_1.npz
wlasl,PLEASE,WLASL_13,43219_9,79,68,0.861,2.63,0.0,-1.05,,train__PLEASE__WLASL_13__wlasl_43219_9.npz
wlasl,HOW,WLASL_115,69370_1,89,77,0.865,2.97,0.0,0.19,,train__HOW__WLASL_115__wlasl_69370_1.npz
wlasl,SORRY,WLASL_13,53367_11,79,73,0.924,2.63,0.0,-0.56,,train__SORRY__WLASL_13__wlasl_53367_11.npz
aslcitizen,WHO,P22,06061818404678454-WHO,45,45,1.0,1.5,0.0,1.74,,test__WHO__P22__06061818404678454-WHO.npz
